"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70"
"11",4,1,2,5,4,4,3,2,4,4,0,3,3,4,2,2,2,2,1,5,4,3,4,3,5,1,4,3,2,5,3,2,4,3,4,3,2,3,4,2,2,2,3,2,2,3,1,4,5,2,3,5,2,2,1,1,4,3,5,3,5,1,4,3,2,4,2,5,1,2
"12",4,2,1,4,3,2,2,2,3,4,3,0,2,2,3,1,4,2,1,5,1,2,4,1,3,1,3,5,1,5,4,2,1,3,4,4,2,2,1,1,1,2,2,4,2,4,1,4,1,2,4,5,1,2,1,2,5,4,3,1,5,1,4,1,3,2,5,3,1,1
"13",5,3,1,3,2,2,4,2,1,1,2,2,0,1,2,1,1,1,1,5,1,4,4,2,4,5,3,2,2,2,3,2,2,2,1,3,1,1,2,3,3,2,4,3,3,4,1,3,4,1,2,3,4,4,1,5,4,4,1,1,4,3,5,2,1,1,3,5,2,1
"14",2,1,1,3,1,2,2,1,3,2,2,1,2,0,3,1,2,2,1,4,1,2,1,2,4,1,4,2,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,1,2,2,1,3,3,1,1,1,2,4,1,3,3,1,1,4,1,3,3,4,3,2,1
"15",3,4,1,5,1,2,3,1,4,3,5,2,1,2,0,2,2,2,2,5,2,4,4,1,3,2,3,4,2,1,2,3,2,2,1,2,1,1,3,1,2,2,2,3,3,3,2,5,5,2,1,5,1,1,1,2,4,3,3,1,2,2,4,2,1,2,3,4,1,2
"16",1,2,1,3,2,1,1,1,1,2,2,2,1,1,3,0,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,3,1,4,2,2,1,3,1,3,1,1,2,2,3,1,1,2,1,1,1,3,2,3,1,3
"17",3,3,2,2,3,1,3,2,1,3,3,3,2,2,2,1,0,2,1,4,3,4,3,3,3,2,4,4,3,3,3,1,1,1,2,3,1,1,1,1,1,2,3,4,1,2,1,4,1,1,3,4,3,3,2,1,4,5,3,1,4,1,2,1,3,2,4,4,2,1
"18",5,2,1,4,4,4,2,1,2,3,2,2,1,2,3,2,2,0,2,4,2,3,2,2,4,1,4,3,2,3,2,2,3,3,2,3,1,1,3,1,1,1,1,3,3,3,1,5,1,1,1,3,3,1,1,2,5,3,4,1,4,2,4,1,2,2,5,3,1,1
"19",4,3,3,3,2,5,2,2,3,5,2,5,2,4,1,2,3,4,0,5,3,5,4,3,3,1,4,4,2,4,2,3,2,3,3,3,2,2,1,1,1,2,3,1,2,4,1,4,4,3,5,4,2,2,1,1,5,4,3,2,3,1,4,2,2,3,5,3,2,1
"20",3,1,1,1,1,1,2,1,1,3,1,2,2,1,1,1,3,1,1,0,1,1,1,1,4,1,3,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,2,3,2,1,2,1,2,3,1,1,2,1,2,1,1,1,3,1,1,1
"21",3,2,1,1,1,1,1,2,1,2,1,2,3,1,1,1,1,1,1,4,0,4,3,2,3,1,4,2,4,1,1,1,2,2,1,2,2,1,2,2,1,1,2,4,1,1,1,5,1,1,3,2,3,2,2,2,1,3,1,1,3,2,4,2,2,1,1,3,1,2
"22",4,5,2,2,1,1,4,2,5,5,4,2,4,2,3,1,3,1,1,5,2,0,5,2,4,5,4,4,3,3,1,3,2,5,2,3,2,1,3,2,3,1,4,5,3,3,1,4,1,2,3,5,5,4,2,3,3,5,4,1,4,2,5,3,2,2,5,5,1,2
"23",3,2,1,3,2,1,1,1,3,2,2,3,1,2,2,1,3,1,2,2,2,2,0,2,1,1,5,3,2,2,2,1,1,4,1,3,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,2,1,2,1,1,3,3,2,1,2,1,3,1,2,1,5,1,1,1
"24",4,3,1,2,1,2,2,1,2,3,2,3,1,2,2,1,3,1,2,3,1,2,3,0,2,1,4,3,2,2,1,1,1,4,2,3,3,1,1,1,1,4,1,3,1,2,1,3,2,1,5,2,2,2,1,1,4,2,1,1,5,2,4,2,2,2,4,5,3,1
"25",5,3,1,3,1,2,3,2,2,2,2,2,5,2,1,1,2,2,1,5,3,2,3,2,0,1,3,3,5,2,2,1,3,2,3,1,1,1,1,2,2,2,3,4,2,1,1,4,2,1,4,4,3,1,1,2,4,5,3,1,3,1,4,1,2,2,5,4,1,1
"26",1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1
"27",4,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,3,1,1,5,3,4,2,2,5,1,0,3,3,3,2,2,3,2,2,3,2,1,1,1,1,1,2,3,1,2,1,5,1,1,2,4,3,2,2,1,1,5,2,1,3,2,3,3,4,1,3,5,1,2
"28",4,2,1,2,1,4,1,1,1,5,3,3,2,3,1,1,3,1,1,3,1,1,2,2,2,1,3,0,1,3,1,1,1,2,4,3,2,1,3,1,1,2,1,1,2,1,1,5,2,1,3,4,1,1,1,1,3,1,2,1,2,1,2,2,2,1,4,4,1,1
"29",4,3,2,4,1,2,3,2,2,5,4,4,4,2,2,1,1,1,1,5,3,5,4,3,5,2,5,3,0,3,3,2,2,4,4,3,1,2,3,1,1,5,3,5,4,2,1,5,3,2,4,4,3,2,2,3,4,4,4,3,5,3,5,3,4,3,5,4,1,1
"30",4,2,1,3,1,3,2,1,2,4,2,4,2,2,1,1,2,1,1,3,2,3,5,5,3,1,3,4,2,0,3,2,3,1,4,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,4,1,1,1,1,3,3,3,1,2,2,2,1,1,2,5,3,1,1
"31",5,4,5,5,4,4,4,5,4,5,4,5,2,4,5,3,3,3,2,5,3,4,5,3,5,2,4,5,5,4,0,4,4,4,5,5,4,3,5,2,3,3,4,5,5,3,1,5,5,5,4,5,4,5,2,5,5,5,5,2,4,5,4,5,4,3,5,4,1,2
"32",5,1,1,2,1,3,1,1,3,4,2,4,1,3,3,1,1,1,2,4,1,1,5,3,2,1,3,3,2,3,2,0,2,3,2,4,1,1,2,1,1,1,1,1,1,3,1,3,2,1,4,3,3,3,1,1,4,3,4,2,3,1,3,1,2,1,4,2,1,2
"33",5,3,2,4,3,4,3,1,3,3,4,4,3,4,1,1,1,2,1,4,2,2,4,3,3,2,3,3,4,2,3,2,0,4,2,2,2,2,2,1,1,2,3,1,2,4,1,5,3,3,4,4,2,3,1,3,4,4,5,1,4,3,5,3,1,2,5,3,1,1
"34",4,3,1,4,1,4,1,2,4,2,5,3,3,3,2,1,3,3,2,5,4,5,5,3,5,1,4,3,2,3,3,2,3,0,3,3,1,1,2,1,3,3,3,3,2,5,1,4,4,1,4,5,3,2,1,4,4,5,3,1,5,2,5,2,4,3,4,5,1,2
"35",4,2,1,2,2,2,3,1,3,5,3,4,2,3,2,1,2,3,2,4,3,2,3,3,4,2,4,5,2,3,2,4,2,3,0,3,3,2,2,1,2,1,1,4,2,2,1,4,1,2,3,4,3,1,1,2,3,3,4,2,4,1,2,2,4,2,4,3,3,1
"36",5,5,2,4,2,2,1,4,3,4,2,4,3,3,3,1,3,2,2,3,3,3,5,5,5,1,4,4,3,5,2,4,4,2,4,0,2,1,2,2,1,4,4,3,2,5,1,5,2,2,3,4,4,2,1,2,5,3,2,1,5,1,5,4,4,2,4,5,3,2
"37",3,1,1,3,1,2,3,1,1,3,2,1,2,1,1,1,1,1,1,4,1,2,3,2,2,2,2,4,2,1,2,1,1,1,3,4,0,1,1,1,1,2,3,2,2,1,1,2,2,2,4,4,3,2,1,2,4,2,2,1,2,1,3,1,3,2,3,1,1,1
"38",4,4,1,5,2,4,3,1,3,5,3,4,2,3,5,4,1,5,3,4,2,2,5,3,5,5,5,5,2,3,4,3,1,3,4,3,2,0,3,1,2,1,2,3,5,5,2,4,3,3,2,4,3,2,1,2,5,4,5,2,3,2,5,2,2,4,5,4,2,1
"39",3,1,1,5,2,1,1,1,1,2,1,2,2,2,3,2,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,2,1,2,1,1,1,0,1,1,1,1,1,1,1,2,2,4,1,3,2,1,2,1,1,2,2,4,1,2,2,4,3,1,3,2,3,1,1
"40",5,5,1,3,4,3,4,3,3,5,3,3,5,3,1,3,3,2,4,5,4,5,4,2,4,5,4,5,3,3,4,3,3,4,3,4,2,2,2,0,2,4,5,2,5,4,1,5,4,1,3,5,5,5,3,5,4,3,3,2,3,4,5,4,1,2,5,5,1,3
"41",3,4,1,1,1,2,4,1,1,2,2,2,2,1,3,2,1,1,1,3,1,1,1,2,2,1,3,2,3,1,2,2,2,1,1,3,2,1,2,2,0,2,1,2,3,1,1,4,1,1,1,4,4,2,1,1,1,2,2,1,2,1,3,3,1,1,1,2,1,3
"42",3,2,1,3,1,1,1,2,1,3,3,1,1,2,1,1,2,1,1,3,1,3,1,1,5,1,2,2,1,1,1,2,2,4,1,1,1,1,1,1,1,0,3,1,1,2,1,3,1,1,1,3,3,1,1,1,2,3,2,1,3,2,5,1,3,2,3,2,1,1
"43",5,4,1,2,2,1,4,2,4,3,2,2,5,2,1,1,1,1,1,3,3,4,4,1,4,5,4,4,4,2,3,2,2,4,3,4,2,1,1,2,3,2,0,3,3,3,1,5,1,1,3,5,3,3,2,5,4,2,2,1,3,2,5,4,1,2,4,4,1,1
"44",5,3,3,3,3,1,4,4,2,5,4,1,2,2,2,1,1,1,2,5,3,5,4,2,4,1,4,3,3,2,3,1,2,2,1,2,1,1,3,1,2,3,3,0,3,1,1,5,2,1,2,5,3,1,2,2,3,5,4,2,5,1,4,2,2,3,3,4,1,1
"45",4,4,2,3,2,3,3,2,4,4,3,1,4,3,3,2,2,1,1,3,2,3,2,2,4,3,4,3,2,3,2,1,1,2,1,4,2,1,1,2,3,3,3,3,0,1,1,4,2,1,2,2,4,2,2,3,4,4,3,2,4,1,5,3,1,2,5,4,1,2
"46",4,1,1,1,3,2,2,1,2,3,2,1,1,2,2,1,1,1,1,3,1,1,3,2,2,1,2,2,1,1,2,1,1,2,3,3,1,1,1,1,1,2,3,1,1,0,1,2,3,1,2,2,2,2,1,1,4,2,3,1,3,1,5,1,1,4,5,3,1,1
"47",3,1,1,3,2,3,3,1,3,1,2,2,1,3,4,3,1,1,3,3,1,2,3,1,3,1,2,3,1,4,3,1,1,3,3,3,1,1,2,1,1,1,2,2,2,1,0,3,3,1,3,3,1,2,1,2,4,2,2,1,2,2,4,3,1,3,4,4,2,4
"48",4,2,1,3,1,1,3,1,1,2,1,1,2,2,1,2,4,1,1,5,1,2,2,1,4,2,3,2,3,2,2,1,1,2,3,2,1,2,1,2,1,3,2,2,2,1,1,0,1,2,3,2,4,1,1,3,2,5,1,1,2,1,4,1,1,1,3,4,1,2
"49",2,3,1,3,2,1,2,1,3,1,2,1,2,2,2,1,1,1,1,2,1,3,3,1,4,1,1,2,1,2,3,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,3,0,1,2,2,1,1,1,2,3,2,1,1,2,2,4,2,1,3,1,2,1,2
"50",4,2,2,4,2,2,1,2,2,1,2,3,2,3,4,1,1,2,1,3,1,1,5,3,3,1,3,2,2,2,2,2,3,4,2,3,1,1,2,1,1,1,2,3,1,2,1,2,2,0,2,2,1,2,1,2,5,2,3,1,2,1,4,1,2,2,4,3,1,1
"51",4,1,1,3,1,3,1,1,1,2,1,3,2,2,2,1,3,2,1,3,1,1,3,4,2,1,3,4,2,3,1,3,2,3,4,3,1,1,1,1,1,2,2,1,1,2,1,5,1,1,0,2,4,1,1,1,2,2,1,1,2,2,2,1,3,1,3,2,1,1
"52",5,5,3,5,3,5,3,2,4,4,4,4,5,2,4,2,3,2,2,4,2,4,4,3,4,5,5,5,4,4,4,3,4,4,4,4,3,2,3,1,2,4,4,5,3,5,1,5,5,4,4,0,2,3,1,3,5,5,4,2,5,3,5,4,3,4,5,5,2,2
"53",4,1,2,1,1,1,3,2,3,4,1,1,1,1,1,1,1,1,1,4,3,3,2,1,4,3,4,3,3,2,2,1,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,5,1,1,2,3,0,1,3,1,1,2,2,1,3,3,2,3,3,1,3,3,1,2
"54",3,4,2,4,2,2,3,1,2,1,1,1,1,2,2,2,1,3,1,4,1,3,4,2,3,3,2,3,2,4,2,1,3,3,2,2,2,1,3,1,2,1,3,1,1,3,1,4,2,2,3,3,5,0,1,4,2,2,3,1,2,2,5,3,1,1,4,5,1,2
"55",4,2,1,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,1,1,3,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,3,1,1,1,5,1,1,1,3,5,1,0,1,2,4,2,1,1,2,3,1,1,1,1,3,1,1
"56",3,5,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,3,1,3,1,1,1,3,4,1,3,1,1,2,2,3,1,4,1,1,2,1,2,3,4,1,1,1,1,4,1,1,1,2,2,1,1,0,1,1,4,1,3,1,4,2,2,1,3,3,1,2
"57",4,2,1,3,3,2,1,2,2,2,1,2,2,2,3,2,1,2,1,3,1,1,5,3,2,1,1,2,2,3,4,2,2,3,2,3,1,1,3,1,1,2,2,1,1,1,2,3,3,2,2,4,1,1,1,1,0,2,2,1,3,1,3,2,1,1,4,4,1,2
"58",5,4,1,2,2,3,3,2,1,4,2,1,4,3,2,1,3,1,2,4,3,3,4,2,4,1,5,2,4,1,2,2,2,2,5,2,2,1,2,1,1,2,3,3,2,3,1,4,1,1,3,5,4,2,1,2,1,0,3,1,4,1,4,2,2,2,3,3,1,1
"59",5,3,2,3,2,3,1,1,5,4,4,3,2,4,4,1,3,3,2,4,2,3,4,2,3,1,5,4,3,4,4,4,4,4,2,4,1,2,4,1,1,2,4,1,2,4,1,3,3,3,4,4,3,3,2,4,4,3,0,2,3,1,4,2,2,3,4,3,2,2
"60",1,2,1,2,1,2,2,1,3,1,1,3,1,5,2,1,1,1,1,2,1,2,3,2,2,1,1,4,1,4,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,3,1,4,1,1,3,1,3,2,1,1,4,2,2,0,1,1,3,1,1,1,3,2,1,1
"61",5,3,2,5,1,3,2,1,3,4,2,3,2,1,3,3,2,1,1,5,1,3,5,2,4,1,5,5,3,4,3,2,3,3,4,3,2,1,1,2,3,3,2,5,2,3,1,4,1,2,3,4,4,1,1,3,3,2,4,2,0,3,5,3,3,3,5,5,1,2
"62",1,5,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,1,2,1,1,2,3,3,1,1,2,1,1,2,2,1,1,1,1,4,1,2,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,0,5,2,1,2,2,2,1,1
"63",4,5,1,5,2,1,4,1,2,3,2,2,4,3,3,2,1,1,1,4,1,4,5,1,4,2,5,4,3,3,3,1,4,2,3,3,1,2,3,2,1,2,3,4,2,3,1,4,4,1,3,4,3,3,1,3,3,3,4,1,2,2,0,4,1,5,3,3,1,1
"64",3,4,1,4,1,1,3,1,3,1,2,2,2,1,1,2,1,1,1,3,1,2,2,1,2,2,3,3,1,3,3,1,2,1,1,3,1,1,2,1,1,1,3,2,1,2,1,2,3,2,1,3,1,2,1,1,2,2,1,1,4,2,5,0,1,1,2,5,1,1
"65",3,1,1,1,1,1,1,4,1,1,1,1,2,2,2,1,3,1,1,4,2,1,2,4,3,1,3,3,3,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,4,1,2,2,2,3,1,1,1,1,3,1,1,2,1,1,1,0,1,3,1,2,1
"66",3,2,1,2,1,1,3,1,1,1,1,2,1,1,3,2,1,1,1,3,1,1,3,1,2,1,3,2,1,2,1,1,2,3,1,1,1,1,2,1,1,1,2,1,2,2,1,1,3,2,1,3,1,1,1,1,3,2,3,1,3,2,2,3,1,0,4,4,1,3
"67",3,2,1,4,2,1,1,1,1,2,1,1,1,2,1,1,1,1,3,3,1,1,4,2,1,1,2,4,3,3,1,1,1,1,2,3,1,1,1,1,1,3,1,1,1,1,1,3,3,2,3,3,1,1,1,1,4,2,2,2,2,1,2,2,1,1,0,2,1,1
"68",5,5,2,5,4,4,5,1,4,4,4,3,5,2,3,2,5,3,4,5,3,5,5,3,5,3,5,5,3,4,4,5,3,4,4,5,4,2,5,3,2,3,5,5,3,4,2,5,5,3,4,5,5,4,3,4,5,4,5,2,5,2,5,5,3,4,5,0,2,4
"69",2,2,1,2,1,2,2,2,1,3,1,1,1,3,1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,3,1,1,2,1,2,1,3,1,1,1,0,1
"70",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0
